Dam,Location,Capacity_Total,Capacity_Usable,Water_Stored,Water_Usable,Inflow,Outflow,Data_Time,Water_Type
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,556.69 (63%)","2,205.15 (39%)",12.13,4.92,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,159.74 (60%),147.55 (56%),0.18,0.28,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,69.23 (59%),57.17 (49%),0,0.28,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,710.87 (57%)","3,910.87 (29%)",12.6,16,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","4,878.88 (55%)","1,866.88 (21%)",6.53,14.05,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,076.32 (55%)",244.94 (12%),1.9,3.18,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,143.78 (55%),129.78 (49%),1.17,0.06,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,91.16 (54%),84.96 (50%),0.08,1.87,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,82.68 (53%),81.28 (52%),0.06,0.65,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","4,960.35 (52%)","2,110.35 (22%)",6.55,15.14,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,54.73 (50%),38.83 (35%),0.68,0.41,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,144.68 (49%),124.68 (42%),0.17,0.26,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,79.67 (49%),42.45 (26%),0.9,0,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,50.24 (47%),46.69 (44%),3.1,1.84,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนมูลบน,นครราชสีมา,141,134,65.82 (47%),58.82 (42%),0,0.08,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำแชะ,นครราชสีมา,275,268,126.62 (46%),119.62 (44%),0.53,0.03,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำอูน,สกลนคร,520,475,234.75 (45%),189.75 (36%),4.85,0.72,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกระเสียว,สุพรรณบุรี,299,259,123.5 (41%),83.5 (28%),1.66,1.33,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำปาว,กาฬสินธุ์,"1,980","1,880",816.28 (41%),716.28 (36%),17.43,5.85,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนทับเสลา,อุทัยธานี,160,143,64.78 (40%),47.78 (30%),0,0,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนอุบลรัตน์,ขอนแก่น,"2,431.32","1,850",891.25 (37%),309.58 (13%),11.12,16.08,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแควน้อยบำรุงแดน,พิษณุโลก,939,896,306.99 (33%),263.99 (28%),1.3,4.75,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำนางรอง,บุรีรัมย์,121.41,118,38.71 (32%),35.26 (29%),0.15,0,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแก่งกระจาน,เพชรบุรี,710,645,224.54 (32%),159.54 (22%),0.91,1.56,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนปราณบุรี,ประจวบคีรีขันธ์,391,373.41,119.2 (30%),101.61 (26%),0.04,0.86,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนขุนด่านปราการชล,นครนายก,224,219.48,56.1 (25%),51.58 (23%),0.42,1.08,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนนฤบดินทรจินดา,ปราจีนบุรี,295,275.5,73.33 (25%),59.08 (20%),0.78,1.04,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนห้วยหลวง,อุดรธานี,135.57,128.98,32.16 (24%),25.57 (19%),0.39,2.75,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,67.44 (21%),44.74 (14%),0.16,0.09,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำพุง,สกลนคร,165.48,157,35.19 (21%),26.51 (16%),0.18,0.21,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนป่าสักชลสิทธิ์,สระบุรี,960,957,147.63 (15%),144.63 (15%),0,1.73,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,51.33 (12%),21.33 (5%),0,0.16,11/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08","1,059.34 (73%)",783.06 (54%),5.08,10.03,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","12,751.96 (72%)","2,486.96 (14%)",9.27,8,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,117.32 (72%),103.82 (63%),0.41,0.65,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,560.78 (63%)","2,209.24 (39%)",9.71,5.23,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,160.34 (61%),148.15 (56%),1.01,0.4,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,69.45 (59%),57.39 (49%),0.13,0.28,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,700.42 (57%)","3,900.42 (29%)",6.46,16,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,090.31 (55%)",258.93 (13%),17.89,3.2,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","4,868.02 (55%)","1,856.02 (21%)",3.93,14.15,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,144.41 (55%),130.41 (50%),0.69,0.06,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,90.85 (53%),84.65 (50%),1.56,1.87,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,81.71 (53%),80.31 (52%),0,0.82,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","4,950.99 (52%)","2,100.99 (22%)",6.43,15.01,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,55.28 (50%),39.38 (36%),0.76,0.21,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,80.56 (49%),43.34 (26%),0.91,0,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,144.46 (49%),124.46 (42%),0.17,0.26,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,51.06 (48%),47.51 (45%),4.09,3.28,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนมูลบน,นครราชสีมา,141,134,65.82 (47%),58.82 (42%),0.13,0.08,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำแชะ,นครราชสีมา,275,268,127.04 (46%),120.04 (44%),0.45,0.03,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำอูน,สกลนคร,520,475,235.75 (45%),190.75 (37%),2.6,1.35,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำปาว,กาฬสินธุ์,"1,980","1,880",821.74 (42%),721.74 (36%),12.07,5.94,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกระเสียว,สุพรรณบุรี,299,259,122.99 (41%),82.99 (28%),0.97,1.33,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนทับเสลา,อุทัยธานี,160,143,64.78 (40%),47.78 (30%),0,0,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนอุบลรัตน์,ขอนแก่น,"2,431.32","1,850",899.47 (37%),317.8 (13%),25.65,16.21,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแควน้อยบำรุงแดน,พิษณุโลก,939,896,305.15 (33%),262.15 (28%),2.91,4.75,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำนางรอง,บุรีรัมย์,121.41,118,38.83 (32%),35.38 (29%),0.16,0,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแก่งกระจาน,เพชรบุรี,710,645,223.4 (31%),158.4 (22%),0.51,1.56,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนปราณบุรี,ประจวบคีรีขันธ์,391,373.41,118.55 (30%),100.96 (26%),0.2,0.86,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนขุนด่านปราการชล,นครนายก,224,219.48,55.79 (25%),51.27 (23%),0.79,1.08,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนนฤบดินทรจินดา,ปราจีนบุรี,295,275.5,72.87 (25%),58.62 (20%),0.11,0.53,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำพุง,สกลนคร,165.48,157,35.43 (21%),26.75 (16%),0.5,0.21,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนห้วยหลวง,อุดรธานี,135.57,128.98,29.1 (21%),22.51 (17%),0,2.79,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,66.7 (21%),44 (14%),0.21,0.09,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนป่าสักชลสิทธิ์,สระบุรี,960,957,145.32 (15%),142.32 (15%),0,1.73,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,51.1 (12%),21.1 (5%),0,0.16,12/6/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08","1,052.88 (72%)",776.6 (53%),3.73,10.05,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","12,745.16 (72%)","2,480.16 (14%)",5.97,9.98,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,116.78 (71%),103.28 (63%),0,0.61,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,566.25 (63%)","2,214.71 (39%)",10.89,5.05,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,160.84 (61%),148.65 (56%),1,0.45,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,69.56 (59%),57.5 (49%),0.09,0.33,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,710.87 (57%)","3,910.87 (29%)",27.35,16,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,098.36 (56%)",266.98 (14%),11.92,3.16,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,145.15 (55%),131.15 (50%),0.8,0.06,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","4,865.31 (55%)","1,853.31 (21%)",11.99,14.07,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,90.61 (53%),84.41 (50%),1.63,1.87,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,80.74 (52%),79.33 (51%),0,0.82,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","4,943.51 (52%)","2,093.51 (22%)",13.3,20,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,53.87 (51%),50.32 (47%),4.8,1.99,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,55.5 (50%),39.6 (36%),0.25,0.03,13/06/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,80.86 (49%),43.64 (27%),0.32,0,13/06/2025,แหล่งน้ำขนาดใหญ่
