0,1,2,3,4,5,6,7,9,10,8,3_pct,4_pct,5_pct
หนองปล้อง,อุตรดิตถ์,12.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยก้อด,ลำปาง,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแม่สิน,แพร่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บ้านโคกกรวด,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองละว้า,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหวาย,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
อ่างห้วยช่งแข้,สกลนคร,7.5,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงแก่นนคร,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
สระน้ำ บ้านกุดกว้าง,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองน้ำ บ้านหนองฮี,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองโคตร,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดโคก,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่แสด,ลำปาง,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแปน,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
0,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองทุ่ม,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเบ็ญ,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองโอก,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแม่ชัด,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ท่าลาด,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กว๊านพะเยา,พะเยา,33.84,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ทุ่งพึงพิด,ขอนแก่น,4.896,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหลวง,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองระเริงเค็ง,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแกงใหญ่,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองปลา,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
อ่างเก็นน้ำกุดนาแซง,ขอนแก่น,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบักดอน,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบอดูก,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกันเจม,เพชรบูรณ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
เขื่อนห้วยกุ่ม,ชัยภูมิ,20.23,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยประทาว (เขื่อนบน),ชัยภูมิ,44.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงจะบู,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงระเหว,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแม่ตุ้ม,พะเยา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแก่งนารา,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเขื่อง,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยประทาว (เขื่อนล่าง),ชัยภูมิ,16.4,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงโลโพ,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแซง,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหอย,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบัวใหญ่,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงชวน,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงอำพันธิ์,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบ่อพนา,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยขอน,แพร่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกราม,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดน้ำใส,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ปากอีจ้อน,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสามหมื่น,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบักซู,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองนาแซง,ชัยภูมิ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยหนองเข็ม,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
วังนอง,นครพนม,2.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองไชยวาน,นครพนม,24.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแสง,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,ประจวบคีรีขันธ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองโอ,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเซา,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองนา,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกอมเกาะ,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองคอน,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองคำมน,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดเรือคำ,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสาหร่าย,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเครือเขา,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเครือเขา,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหลวง,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสังข์,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองปลาปาก,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยงิ้ว,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหลวง,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยน้ำบ่อ,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแซง,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยหนองโดก,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองดินดาก,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบ่อหลุบ,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงบ้านโคกสี,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงพุดซา,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ตาดควัน,เชียงราย,6.7,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหลวง,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงแท่น,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยเอี้ยง,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,นครศรีธรรมราช,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยอีพัน,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองทรง,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองทุ่งมน,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงถนนหักใหญ่,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองฮ่าง,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงคัน,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหลวง,ตาก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองซาด,สุรินทร์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองน้ำ บ้านกระเบื้องใหญ่,สุรินทร์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองประแดงพาย,สุรินทร์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
สันป่าสัก,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่ฉางข้าว,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยคลองตะแบก,ตาก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสวง,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองละหานนา,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยก้าง,เชียงราย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบึงสำโรง,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงเอง,นครราชสีมา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองนาแชง,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเชียงบุญมา,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองจันทร์,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงขามเปี้ย,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบอ,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกุดโย้,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดจับ,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองอาฮง,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
คลองห้วยทราย,ตาก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเลิง,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเงียง,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหิ้ง,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหินตัน,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองยอง,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยฮ่องไคร้,เชียงใหม่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกระนัง,บุรีรัมย์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่มาว,เชียงใหม่,20.6,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยชะลาด,ตาก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยบวกหลวง,ตาก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยสองแควหลวง,ตาก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสางนกแซว,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองน้ำ,ฉะเชิงเทรา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยยาง,บุรีรัมย์,13.8,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองทุ่งกระเด็น,บุรีรัมย์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองละหานทราย,บุรีรัมย์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกวัก,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองละหานทรายเก่า,บุรีรัมย์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหัวเรือ,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองห้วยราญ,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองนาตู้ดี,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหัวช้าง,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองคางฮุง,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองตะแบง,บุรีรัมย์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองห้วยน้ำเกลี้ยง,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองผักไหม,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเบ็นเครือ,มหาสารคาม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนอง,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแก้ว,เชียงใหม่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหาดซัง,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองคอน,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
สองแควเหนือ,ตาก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกันชา,มหาสารคาม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองช้าง,อุบลราชธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,มหาสารคาม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองราษฎร์,มหาสารคาม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,สุราษฎร์ธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเลิงใหญ่,มหาสารคาม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่เทย,ลำพูน,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสามขา,อำนาจเจริญ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแม่หาด,ลำพูน,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองทุ่งใหญ่,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองงาม,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
พรุปาลีมอ,ยะลา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแวงพัมนา,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่ผาแหน,เชียงใหม่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบวบเลา,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแล้ง,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยลาน,เชียงใหม่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงโคกสี,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยม่วง,อุตรดิตถ์,3.39,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองส้มกุง,หนองคาย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงเขาดิน,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกอง,กำแพงเพชร,2.1,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงหล่ม,อุตรดิตถ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
คลองวังน้ำแดง,กำแพงเพชร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่นาเรือ,พะเยา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงอ้อ,ชัยนาท,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงท่าเรือทอง,ชัยนาท,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองน้ำ,ชัยนาท,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงประจำรัง,ชัยนาท,3.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงกระจับ,ชัยนาท,4.75,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงระหาญใหญ่,ชัยนาท,5.7,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงระหารบัว,ชัยนาท,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
